CO_SH6;QTD_LINHAS_HTSUS;QTD_HTSUS_8;QTD_HTSUS_10;QTD_SEM_LIMITACAO;QTD_CONDICIONADAS;LIMITACOES_ESCOPO;CODIGOS_HTSUS;DESCRICAO_HTSUS_EXEMPLO;PAGINA_INICIAL;PAGINA_FINAL;TIPO_ESCOPO_SH6;FONTE;ANEXO;DATA_VIGENCIA_GERAL
291010;1;1;0;0;1;Pharma;2910.10.00;Oxirane (Ethylene oxide);67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291030;1;1;0;0;1;Pharma;2910.30.00;1-Chloro-2,3-epoxypropane (Epichlorohydrin);67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291040;1;1;0;0;1;Pharma;2910.40.00;Dieldrin (ISO, INN);67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291050;1;1;0;0;1;Pharma;2910.50.00;Endrin;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291090;3;3;0;0;3;Pharma;2910.90.10 | 2910.90.20 | 2910.90.91;Butylene oxide;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291100;2;2;0;0;2;Pharma;2911.00.10 | 2911.00.50;1,1-Bis(1-methylethoxy)cyclohexane;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291219;1;1;0;0;1;Pharma;2912.19.50;Acyclic aldehydes without other oxygen function, nesoi;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291229;1;1;0;0;1;Pharma;2912.29.60;Other cyclic aldehydes without other oxygen function;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291249;1;1;0;0;1;Pharma;2912.49.26;Other aromatic aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291260;1;1;0;0;1;Pharma;2912.60.00;Paraformaldehyde;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291411;1;1;0;0;1;Pharma;2914.11.10;Acetone, derived in whole or in part from cumene;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291419;1;1;0;0;1;Pharma;2914.19.00;Acyclic ketones without other oxygen function, nesoi;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291429;2;2;0;0;2;Pharma;2914.29.30 | 2914.29.50;Natural camphor;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291439;1;1;0;0;1;Pharma;2914.39.90;Aromatic ketones without other oxygen function, nesoi;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291440;2;2;0;0;2;Pharma;2914.40.40 | 2914.40.90;Aromatic ketone-alcohols and ketone-aldehydes, nesoi;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291450;3;3;0;0;3;Pharma;2914.50.10 | 2914.50.30 | 2914.50.50;5-Benzoyl-4-hydroxy-2-methoxybenzene-sulfonic acid;67;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291462;1;1;0;0;1;Pharma;2914.62.00;Coenzyme Q10 (ubidecarenone (INN);68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291469;2;2;0;0;2;Pharma;2914.69.21 | 2914.69.90;Quinone drugs;68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291471;1;1;0;0;1;Pharma;2914.71.00;Halogenated, sulfonated, nitrated or nitrosated derivatives: chlordecone (ISO);68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291479;4;4;0;0;4;Pharma;2914.79.10 | 2914.79.40 | 2914.79.60 | 2914.79.90;2,3-dichloro-1,4-naphthoquinone and other artificial musks;68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291521;1;1;0;0;1;Pharma;2915.21.00;Acetic acid;68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291524;1;1;0;0;1;Pharma;2915.24.00;Acetic anhydride;68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291529;2;2;0;1;1;Pharma;2915.29.30 | 2915.29.50;Cobalt acetates;68;68;Misto;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291532;1;1;0;0;1;Pharma;2915.32.00;Vinyl acetate;68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291536;1;1;0;0;1;Pharma;2915.36.00;Dinoseb (ISO) acetate;68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291539;8;8;0;0;8;Pharma;2915.39.10 | 2915.39.31 | 2915.39.35 | 2915.39.40 | 2915.39.45 | 2915.39.47 | 2915.39.70 | 2915.39.90;Benzyl acetate;68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291540;4;4;0;0;4;Pharma;2915.40.10 | 2915.40.20 | 2915.40.30 | 2915.40.50;Chloroacetic acids;68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291550;1;1;0;0;1;Pharma;2915.50.20;Aromatic salts and esters of propionic acid;68;68;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291590;5;5;0;0;5;Pharma;2915.90.10 | 2915.90.14 | 2915.90.18 | 2915.90.20 | 2915.90.50;Fatty acids of animal or vegetable origin, nesoi;69;69;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291616;1;1;0;0;1;Pharma;2916.16.00;Binapacryl (ISO);69;69;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291619;2;2;0;0;2;Pharma;2916.19.30 | 2916.19.50;Unsaturated acyclic monocarboxylic acids, nesoi;69;69;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291620;1;1;0;0;1;Pharma;2916.20.50;Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives, nesoi;69;69;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291631;2;2;0;0;2;Pharma;2916.31.30 | 2916.31.50;Benzoic acid esters, except odoriferous or flavoring compounds, described in additional U.S. note 3 to section VI of the HTSUS;69;69;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291639;4;4;0;0;4;Pharma;2916.39.15 | 2916.39.17 | 2916.39.46 | 2916.39.79;Ibuprofen;69;69;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291713;1;1;0;0;1;Pharma;2917.13.00;Azelaic acid, sebacic acid, their salts and esters;69;69;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291719;10;10;0;0;10;Pharma;2917.19.10 | 2917.19.15 | 2917.19.17 | 2917.19.20 | 2917.19.23 | 2917.19.27 | 2917.19.30 | 2917.19.35 | 2917.19.40 | 2917.19.70;Ferrous fumarate;69;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291720;1;1;0;0;1;Pharma;2917.20.00;Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291734;1;1;0;0;1;Pharma;2917.34.01;Esters of orthophthalic acid, nesoi;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291737;1;1;0;0;1;Pharma;2917.37.00;Dimethyl terephthalate;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291739;1;1;0;0;1;Pharma;2917.39.30;Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives nesoi, described in additional U.S. note 3 to section VI of the HTSUS;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291811;1;1;0;0;1;Pharma;2918.11.51;Salts and esters of lactic acid;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291812;1;1;0;0;1;Pharma;2918.12.00;Tartaric acid;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291813;1;1;0;0;1;Pharma;2918.13.50;Salts and esters of tartaric acid, nesoi;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291814;1;1;0;0;1;Pharma;2918.14.00;Citric acid;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291816;1;1;0;0;1;Pharma;2918.16.50;Salts and esters of gluconic acid, nesoi;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291818;1;1;0;0;1;Pharma;2918.18.00;Chlorobenzilate (ISO);70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291819;5;5;0;0;5;Pharma;2918.19.15 | 2918.19.20 | 2918.19.31 | 2918.19.60 | 2918.19.90;Other Phenylglycolic (Mandelic) acid salts and esters;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291821;1;1;0;0;1;Pharma;2918.21.10;Salicylic acid and its salts, suitable for medicinal use;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291822;2;2;0;0;2;Pharma;2918.22.10 | 2918.22.50;O-Acetylsalicylic acid (Aspirin);70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291823;3;3;0;0;3;Pharma;2918.23.10 | 2918.23.30 | 2918.23.50;Salol (Phenyl salicylate) suitable for medicinal use;70;70;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291829;4;4;0;0;4;Pharma;2918.29.20 | 2918.29.22 | 2918.29.65 | 2918.29.75;"Gentisic acid; and Hydroxycinnamic acid and its salts";70;71;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291830;6;6;0;0;6;Pharma;2918.30.10 | 2918.30.15 | 2918.30.25 | 2918.30.30 | 2918.30.70 | 2918.30.90;1-Formylphenylacetic acid, methyl ester;71;71;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291899;5;5;0;0;5;Pharma;2918.99.05 | 2918.99.30 | 2918.99.43 | 2918.99.47 | 2918.99.50;"p-Anisic acid; clofibrate and 3-phenoxybenzoic acid";71;71;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291910;1;1;0;0;1;Pharma;2919.10.00;Tris(2,3-dibromopropyl phosphate);71;71;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
291990;2;2;0;0;2;Pharma;2919.90.30 | 2919.90.50;Aromatic phosphoric esters and their salts, including lactophosphates, and their derivatives, not used as plasticizers;71;71;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292019;2;2;0;0;2;Pharma;2920.19.40 | 2920.19.50;Other aromatic thiophosphoric esters (phosphorothioates), their salts and their halogenated, sulfonated, nitrated or nitrosated derivatives;71;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292021;1;1;0;0;1;Pharma;2920.21.00;Dimethyl phosphite;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292022;1;1;0;0;1;Pharma;2920.22.00;Diethyl phosphite;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292023;1;1;0;0;1;Pharma;2920.23.00;Trimethyl phosphite;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292024;1;1;0;0;1;Pharma;2920.24.00;Triethyl phosphite;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292029;1;1;0;0;1;Pharma;2920.29.00;Other phosphite esters, their salts and their halogenated, sulfonated, nitrated or nitrosated derivatives;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292030;1;1;0;0;1;Pharma;2920.30.00;Endosulfan (ISO);72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292090;2;2;0;0;2;Pharma;2920.90.20 | 2920.90.51;Aromatic esters of other inorganic acids (excluding hydrogen halides), their salts and their derivatives, nesoi;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292111;1;1;0;0;1;Pharma;2921.11.00;Methylamine, di- or trimethylamine, and their salts;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292114;1;1;0;0;1;Pharma;2921.14.00;2-(N,N,-Diisopropylamino)ethyl chloride hydrochloride;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292119;2;2;0;0;2;Pharma;2921.19.11 | 2921.19.61;"Mono- and triethylamines; mono-, di-, and tri(propyl- and butyl-) monoamines; salts of any of the foregoing";72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292129;1;1;0;0;1;Pharma;2921.29.00;Acyclic polyamines, their derivatives and salts, other than ethylenediamine or hexamethylenediamine and their salts;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292130;3;3;0;0;3;Pharma;2921.30.10 | 2921.30.30 | 2921.30.50;Cyclanic, cyclenic or cycloterpenic mono- or polyamines, derivatives and salts, from any aromatic compound described in additional U.S. note 3 to section VI of the HTSUS;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292141;2;2;0;0;2;Pharma;2921.41.10 | 2921.41.20;Aniline;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292142;2;2;0;0;2;Pharma;2921.42.65 | 2921.42.90;Aniline derivatives and their salts thereof, described in additional U.S. note 3 to section VI of the HTSUS;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292143;1;1;0;0;1;Pharma;2921.43.40;Toluidines and their derivatives and salts thereof, described in additional U.S. note 3 to section VI of the HTSUS;72;72;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292145;2;2;0;0;2;Pharma;2921.45.60 | 2921.45.90;Aromatic monoamines and their derivatives and salts thereof, described in additional U.S. note 3 to section VI of the HTSUS, nesoi;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292146;1;1;0;0;1;Pharma;2921.46.00;"Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), and other specified INNs; salts thereof";73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292149;4;4;0;0;4;Pharma;2921.49.38 | 2921.49.43 | 2921.49.45 | 2921.49.50;Aromatic monoamine antidepressants, tranquilizers and other psychotherapeutic agents,;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292159;2;2;0;0;2;Pharma;2921.59.40 | 2921.59.80;Aromatic polyamines and their derivatives and salts thereof, described in additional U.S. note 3 to section VI of the HTSUS;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292211;1;1;0;0;1;Pharma;2922.11.00;Monoethanolamine and its salts;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292212;1;1;0;0;1;Pharma;2922.12.00;Diethanolamine and its salts;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292214;1;1;0;0;1;Pharma;2922.14.00;Dextropropoxyphene (INN) and its salts;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292215;1;1;0;0;1;Pharma;2922.15.00;Triethanolamine;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292216;1;1;0;0;1;Pharma;2922.16.00;Diethylammonium perfluorooctane sulfonate;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292217;1;1;0;0;1;Pharma;2922.17.00;Methyldiethanolamine and ethyldiethanolamine;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292218;1;1;0;0;1;Pharma;2922.18.00;2-(N,N-Diisopropylamino)ethanol;73;73;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292219;7;7;0;0;7;Pharma;2922.19.09 | 2922.19.20 | 2922.19.33 | 2922.19.60 | 2922.19.70 | 2922.19.90 | 2922.19.96;"Aromatic amino-alcohols drugs, their ethers and esters, other than those containing more than one kind of oxygen function, and their salts thereof; nesoi";73;74;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292221;4;4;0;0;4;Pharma;2922.21.10 | 2922.21.25 | 2922.21.40 | 2922.21.50;"1-Amino-8-hydroxy-3,6-naphthalenedisulfonic acid; and other specified aminohydroxynaphthalenesulfonic acids and their salts";74;74;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292229;12;12;0;0;12;Pharma;2922.29.03 | 2922.29.06 | 2922.29.08 | 2922.29.10 | 2922.29.13 | 2922.29.15 | 2922.29.20 | 2922.29.26 | 2922.29.27 | 2922.29.29 | 2922.29.61 | 2922.29.81;"o-Anisidine; p-anisidine; and p-phenetidine";74;74;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292231;1;1;0;0;1;Pharma;2922.31.00;Amfepramone (INN), methadone (INN) and normethadone (INN), and salts thereof;75;75;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292239;7;7;0;0;7;Pharma;2922.39.05 | 2922.39.10 | 2922.39.14 | 2922.39.17 | 2922.39.25 | 2922.39.45 | 2922.39.50;1-Amino-2,4-dibromoanthraquinone and 2-Amino-5- chlorobenzophenone;75;75;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292241;1;1;0;0;1;Pharma;2922.41.00;Lysine and its esters and salts thereof;75;75;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292242;2;2;0;0;2;Pharma;2922.42.10 | 2922.42.50;Monosodium glutamate;75;75;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292243;2;2;0;0;2;Pharma;2922.43.10 | 2922.43.50;Anthranilic acid and its salts, described in additional U.S. note 3 to section VI of the HTSUS;75;75;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292244;1;1;0;0;1;Pharma;2922.44.00;Tildine (INN) and its salts;75;75;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292249;9;9;0;0;9;Pharma;2922.49.05 | 2922.49.10 | 2922.49.26 | 2922.49.30 | 2922.49.37 | 2922.49.43 | 2922.49.49 | 2922.49.60 | 2922.49.80;"(R)-α-Aminobenzeneacetic acid; and 2-amino-3- chlorobenzoic acid, methyl ester";75;76;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292250;11;11;0;0;11;Pharma;2922.50.07 | 2922.50.10 | 2922.50.11 | 2922.50.13 | 2922.50.14 | 2922.50.17 | 2922.50.19 | 2922.50.25 | 2922.50.35 | 2922.50.40 | 2922.50.50;3,4-Diaminophenetole dihydrogen sulfate, 2-nitro-5-[(2,3- dihydroxy)propoxy]-N-methylaniline and other specified aromatic chemicals;76;76;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292310;1;1;0;0;1;Pharma;2923.10.00;Choline and its salts;76;76;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292320;2;2;0;0;2;Pharma;2923.20.10 | 2923.20.20;Purified egg phospholipids, pharmaceutical grade meeting requirements of the U.S. FDA, for use in intravenous fat emulsion;76;76;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292330;1;1;0;0;1;Pharma;2923.30.00;Tetraethylammonium perfluorooctane sulfonate;76;76;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292340;1;1;0;0;1;Pharma;2923.40.00;Didecylmethylammonium perfluorooctane sulfonate;76;76;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292390;1;1;0;0;1;Pharma;2923.90.01;Quaternary ammonium salts and hydroxides, whether or not chemically defined, nesoi;76;76;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292411;1;1;0;0;1;Pharma;2924.11.00;Meprobamate (INN);76;76;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292412;1;1;0;0;1;Pharma;2924.12.00;Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO);76;76;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292419;2;2;0;0;2;Pharma;2924.19.11 | 2924.19.80;Acyclic amides (including acyclic carbamates);77;77;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292421;4;4;0;0;4;Pharma;2924.21.16 | 2924.21.20 | 2924.21.45 | 2924.21.50;Aromatic ureines and their derivatives, nesoi;77;77;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292423;2;2;0;0;2;Pharma;2924.23.70 | 2924.23.75;2-Acetamidobenzoic acid salts described in additional U.S. note 3 to section VI of the HTSUS;77;77;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292424;1;1;0;0;1;Pharma;2924.24.00;Ethinamate (INN);77;77;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292425;1;1;0;0;1;Pharma;2924.25.00;Alachlor (ISO);77;77;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292429;15;15;0;0;15;Pharma;2924.29.01 | 2924.29.03 | 2924.29.05 | 2924.29.10 | 2924.29.23 | 2924.29.26 | 2924.29.28 | 2924.29.33 | 2924.29.57 | 2924.29.62 | 2924.29.65 | 2924.29.71 | 2924.29.77 | 2924.29.80 | 2924.29.95;"p-Acetanisidide; p-acetoacetatoluidide; 4'-amino-N- methylacetanilide; 2,5-dimethoxyacetanilide; and N-(7- hydroxy-1-naphthyl)acetamide";77;78;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292512;1;1;0;0;1;Pharma;2925.12.00;Glutethimide (INN);78;78;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
292519;2;2;0;0;2;Pharma;2925.19.42 | 2925.19.91;"Other aromatic imides, their derivatives and salts thereof; nesoi";78;78;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
