CO_SH6;QTD_LINHAS_HTSUS;QTD_HTSUS_8;QTD_HTSUS_10;QTD_SEM_LIMITACAO;QTD_CONDICIONADAS;LIMITACOES_ESCOPO;CODIGOS_HTSUS;DESCRICAO_HTSUS_EXEMPLO;PAGINA_INICIAL;PAGINA_FINAL;TIPO_ESCOPO_SH6;FONTE;ANEXO;DATA_VIGENCIA_GERAL
281830;1;1;0;1;0;;2818.30.00;Aluminum hydroxide;59;59;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282010;1;1;0;1;0;;2820.10.00;Manganese dioxide;59;59;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282110;1;1;0;1;0;;2821.10.00;Iron oxides and hydroxides;59;59;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282120;1;1;0;1;0;;2821.20.00;Earth colors containing 70 percent or more by weight of combined iron evaluated as Fe2O3;59;59;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282200;1;1;0;1;0;;2822.00.00;"Cobalt oxides and hydroxides; commercial cobalt oxides";59;59;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282300;1;1;0;1;0;;2823.00.00;Titanium oxides;59;59;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282510;1;1;0;0;1;Pharma;2825.10.00;Hydrazine and hydroxylamine and their inorganic salts;60;60;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282520;1;1;0;1;0;;2825.20.00;Lithium oxide and hydroxide;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282530;1;1;0;1;0;;2825.30.00;Vanadium oxides and hydroxides;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282540;1;1;0;1;0;;2825.40.00;Nickel oxides and hydroxides;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282550;1;1;0;1;0;;2825.50.30;Copper hydroxides;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282560;1;1;0;1;0;;2825.60.00;Germanium oxides and zirconium dioxide;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282580;1;1;0;1;0;;2825.80.00;Antimony oxides;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282590;4;4;0;4;0;;2825.90.15 | 2825.90.20 | 2825.90.30 | 2825.90.90;Niobium oxide;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282612;1;1;0;1;0;;2826.12.00;Fluorides of aluminum;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282630;1;1;0;1;0;;2826.30.00;Sodium hexafluoroaluminate (Synthetic cryolite);60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282690;1;1;0;1;0;;2826.90.90;Other complex fluorine salts, nesoi;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282731;1;1;0;1;0;;2827.31.00;Magnesium chloride;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282739;5;5;0;4;1;Pharma;2827.39.25 | 2827.39.45 | 2827.39.60 | 2827.39.65 | 2827.39.90;Tin chlorides;60;60;Misto;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282741;1;1;0;1;0;;2827.41.00;Chloride oxides and chloride hydroxides of copper;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282749;1;1;0;1;0;;2827.49.50;Chloride oxides and chloride hydroxides other than of copper or of vanadium;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282759;1;1;0;1;0;;2827.59.51;Other bromides and bromide oxides, other than ammonium, calcium or zinc;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
282760;3;3;0;2;1;Pharma;2827.60.10 | 2827.60.20 | 2827.60.51;Iodide and iodide oxide of calcium or copper;60;60;Misto;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283210;1;1;0;0;1;Pharma;2832.10.00;Sodium sulfites;60;60;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283230;1;1;0;0;1;Pharma;2832.30.10;Sodium thiosulfate;60;60;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283311;1;1;0;0;1;Pharma;2833.11.50;Disodium sulfate, other than salt cake;60;60;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283319;1;1;0;0;1;Pharma;2833.19.00;Sodium sulfates, other than disodium sulfate;60;60;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283321;1;1;0;1;0;;2833.21.00;Magnesium sulfate;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283322;1;1;0;0;1;Pharma;2833.22.00;Aluminum sulfate;60;60;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283324;1;1;0;1;0;;2833.24.00;Nickel sulfate;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283325;1;1;0;1;0;;2833.25.00;Copper sulfate;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283327;1;1;0;1;0;;2833.27.00;Barium sulfate;60;60;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283329;3;3;0;3;0;;2833.29.10 | 2833.29.45 | 2833.29.51;Cobalt sulfate;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283410;1;1;0;0;1;Pharma;2834.10.10;Sodium nitrite;61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283421;1;1;0;1;0;;2834.21.00;Potassium nitrate;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283429;2;2;0;2;0;;2834.29.20 | 2834.29.51;Strontium nitrate;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283522;1;1;0;0;1;Pharma;2835.22.00;Mono- or disodium phosphates;61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283524;1;1;0;0;1;Pharma;2835.24.00;Potassium phosphate;61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283620;1;1;0;0;1;Pharma;2836.20.00;Disodium carbonate;61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283630;1;1;0;0;1;Pharma;2836.30.00;Sodium hydrogencarbonate (Sodium bicarbonate);61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283640;1;1;0;0;1;Pharma;2836.40.20;Potassium hydrogencarbonate (Potassium bicarbonate);61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283660;1;1;0;1;0;;2836.60.00;Barium carbonate;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283691;1;1;0;1;0;;2836.91.00;Lithium carbonates;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283692;1;1;0;1;0;;2836.92.00;Strontium carbonate;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283699;2;2;0;2;0;;2836.99.10 | 2836.99.50;Cobalt carbonates;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283720;1;1;0;0;1;Pharma;2837.20.51;Complex cyanides, excluding potassium ferricyanide;61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
283919;1;1;0;1;0;;2839.19.00;Sodium silicate;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284180;1;1;0;1;0;;2841.80.00;Tungstates (wolframates);61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284190;2;2;0;1;1;Pharma;2841.90.20 | 2841.90.40;Ammonium perrhenate;61;61;Misto;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284210;1;1;0;0;1;Pharma;2842.10.00;Double or complex silicates;61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284290;1;1;0;0;1;Pharma;2842.90.90;Salts of inorganic acids or peroxoacids nesoi, excluding azides;61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284329;1;1;0;0;1;Pharma;2843.29.01;Silver compounds, other than silver nitrate;61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284330;1;1;0;0;1;Pharma;2843.30.00;Gold compounds;61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284390;1;1;0;0;1;Pharma;2843.90.00;"Inorganic or organic compounds of precious metals, excluding those of silver and gold; amalgams of precious metals";61;61;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284410;2;2;0;2;0;;2844.10.10 | 2844.10.20;Natural uranium metal;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284420;1;1;0;1;0;;2844.20.00;"Uranium enriched in U235 and plutonium and their compounds; alloys, dispersions, ceramic products and mixtures containing these products";61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284430;2;2;0;2;0;;2844.30.20 | 2844.30.50;Compounds of uranium depleted in U235;61;61;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284441;1;1;0;0;1;Pharma;2844.41.00;Tritium and its compounds, alloys, dispersions, ceramic products and mixtures thereof;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284442;1;1;0;0;1;Pharma;2844.42.00;Actinium, californium, curium, einsteinium, gadolinium, polonium, radium, uranium and their compounds, alloys, dispersions, ceramic products and mixtures;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284443;1;1;0;0;1;Pharma;2844.43.00;"Other radioactive elements, isotopes, compounds, nesoi; alloys, dispersions, ceramic products and mixtures thereof";62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284444;1;1;0;0;1;Pharma;2844.44.00;Radioactive residues;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284520;1;1;0;0;1;Pharma;2845.20.00;Boron enriched in boron-10 and its compounds;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284530;1;1;0;0;1;Pharma;2845.30.00;Lithium enriched in lithium-6 and its compounds;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284590;1;1;0;0;1;Pharma;2845.90.01;Isotopes not in heading 2844 and their compounds other than boron, lithium and helium;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284610;1;1;0;1;0;;2846.10.00;Cerium compounds;62;62;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284690;3;3;0;3;0;;2846.90.20 | 2846.90.40 | 2846.90.80;Mixtures of rare-earth oxides or of rare-earth chlorides;62;62;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284700;1;1;0;0;1;Pharma;2847.00.00;Hydrogen peroxide, whether or not solidified with urea;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284920;2;2;0;2;0;;2849.20.10 | 2849.20.20;Silicon carbide, crude;62;62;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
284990;1;1;0;1;0;;2849.90.30;Tungsten carbide;62;62;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
285000;1;1;0;0;1;Pharma;2850.00.50;Hydrides, nitrides, azides, silicides and borides other than of calcium, titanium, tungsten or vanadium;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
285310;1;1;0;0;1;Pharma;2853.10.00;Cyanogen chloride (Chlorocyan );62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
285390;3;3;0;2;1;Pharma;2853.90.10 | 2853.90.50 | 2853.90.90;Phosphor copper containing more than 15 percent by weight of phosphorus, excluding ferrosphosphorus;62;62;Misto;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290110;1;1;0;0;1;Pharma;2901.10.40;Saturated acyclic hydrocarbon (not ethane, butane, n-pentane or isopentane), derived in whole or in part from petroleum, shale oil or natural gas;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290219;1;1;0;0;1;Pharma;2902.19.00;Cyclanic hydrocarbons (except cyclohexane), cyclenic hydrocarbons and cycloterpenes nesoi;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290290;1;1;0;0;1;Pharma;2902.90.30;Alkylbenzenes and polyalkylbenzenes;62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290312;1;1;0;0;1;Pharma;2903.12.00;Dichloromethane (Methylene chloride);62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290313;1;1;0;0;1;Pharma;2903.13.00;Chloroform (Trichloromethane);62;62;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290319;4;4;0;4;0;;2903.19.05 | 2903.19.10 | 2903.19.30 | 2903.19.60;1,2-dichloropropane (propylene dichloride) and dichlorobutanes;62;63;Sem limitação explícita;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290322;1;1;0;0;1;Pharma;2903.22.00;Trichloroethylene;63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290341;1;1;0;0;1;Pharma;2903.41.10;Trifluoromethane (HFC-23);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290342;1;1;0;0;1;Pharma;2903.42.10;Difluoromethane (HFC-32);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290343;1;1;0;0;1;Pharma;2903.43.10;Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152-a);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290344;1;1;0;0;1;Pharma;2903.44.10;Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC- 143a) and 1,1,2-trifluoroethane (HFC-143);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290345;1;1;0;0;1;Pharma;2903.45.10;1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2- tetrafluoroethane (HFC-134);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290346;1;1;0;0;1;Pharma;2903.46.10;1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea),1,1,1,2,2,3- hexafluoropropane (HFC-236cb),1,1,1,2,3,3- hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3- hexafluoropropane (HFC-236fa);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290347;1;1;0;0;1;Pharma;2903.47.10;1,1,1,3,3-Pentafluoropropane (HFC-245fa) and 1,1,2,2,3- pentafluoropropane (HFC-245ca);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290348;1;1;0;0;1;Pharma;2903.48.00;1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and 1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-4310mee);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290349;1;1;0;0;1;Pharma;2903.49.00;Other saturated fluorinated derivatives of acyclic hydrocarbons, nesoi;63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290351;1;1;0;0;1;Pharma;2903.51.10;2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3- tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4- hexafluoro-2-butene (HFO-1336mzz);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290359;2;2;0;0;2;Pharma;2903.59.10 | 2903.59.90;1,1,3,3,3-Pentafluoro-2-(trifluoromethyl)-prop-1-ene;63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290369;2;2;0;0;2;Pharma;2903.69.10 | 2903.69.90;"Acetylene tetrabromide; alkyl bromides, other than methyl bromide (bromomethane); methylene dibromide; and vinyl bromide";63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290371;1;1;0;0;1;Pharma;2903.71.01;Chlorodifluoromethane (HCFC-22);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290377;1;1;0;0;1;Pharma;2903.77.00;Other acyclic hydrocarbon derivatives, perhalogenated only with fluorine and chlorine;63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290378;1;1;0;0;1;Pharma;2903.78.00;Other perhalogenated acyclic hydrocarbon derivatives, nesoi;63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290379;1;1;0;0;1;Pharma;2903.79.90;Other halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, nesoi;63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290381;1;1;0;0;1;Pharma;2903.81.00;1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN);63;63;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290389;3;3;0;0;3;Pharma;2903.89.15 | 2903.89.20 | 2903.89.70;Halogenated products derived in whole or in part from benzene or other aromatic hydrocarbons, described in additional U.S. note 3 to section VI of the HTSUS;64;64;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290392;1;1;0;0;1;Pharma;2903.92.00;Hexachlorobenzene (ISO) and DDT (clofenotane (INN), (1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane);64;64;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290393;1;1;0;0;1;Pharma;2903.93.00;Halogenated derivatives of aromatic hydrocarbons, pentachlorobenzene;64;64;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290394;1;1;0;0;1;Pharma;2903.94.00;Halogenated derivatives of aromatic hydrocarbons, hexabromobiphenyls;64;64;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290399;2;2;0;0;2;Pharma;2903.99.20 | 2903.99.80;"Benzyl chloride (α-Chlorotoluene); Benzotrichloride (α, α, α- Trichlorotoluene)";64;64;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290410;2;2;0;0;2;Pharma;2904.10.32 | 2904.10.50;Aromatic derivatives of hydrocarbons containing only sulfo groups, their salts and ethyl esters, described in additional U.S. note 3 to section VI of the HTSUS;64;64;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290420;8;8;0;0;8;Pharma;2904.20.10 | 2904.20.15 | 2904.20.20 | 2904.20.30 | 2904.20.35 | 2904.20.40 | 2904.20.45 | 2904.20.50;p-Nitrotoluene;64;64;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290499;9;9;0;0;9;Pharma;2904.99.04 | 2904.99.08 | 2904.99.15 | 2904.99.20 | 2904.99.30 | 2904.99.35 | 2904.99.40 | 2904.99.47 | 2904.99.50;"Monochloromononitrobenzenes; o-nitrochlorobenzene; p- nitrochlorobenzene";64;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290511;1;1;0;0;1;Pharma;2905.11.20;Methanol (Methyl alcohol), other than imported only for use in producing synthetic natural gas (SNG) or for direct use as fuel;65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290512;1;1;0;0;1;Pharma;2905.12.00;Propan-1-ol (Propyl alcohol) and Propan-2-ol (isopropyl alcohol);65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290513;1;1;0;0;1;Pharma;2905.13.00;Butan-1-ol (n-Butyl alcohol);65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290519;2;2;0;0;2;Pharma;2905.19.10 | 2905.19.90;Pentanol (Amyl alcohol) and isomers thereof;65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290522;3;3;0;0;3;Pharma;2905.22.10 | 2905.22.20 | 2905.22.50;Geraniol;65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290529;1;1;0;0;1;Pharma;2905.29.90;Unsaturated monohydric alcohols, other than allyl alcohol or acyclic terpene alcohols;65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290531;1;1;0;0;1;Pharma;2905.31.00;Ethylene glycol (Ethanediol);65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290532;1;1;0;0;1;Pharma;2905.32.00;Propylene glycol (Propane-1,2-diol);65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290539;1;1;0;0;1;Pharma;2905.39.90;Dihydric alcohols (diols), nesoi;65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290549;2;2;0;0;2;Pharma;2905.49.20 | 2905.49.50;Esters of glycerol formed with the acids of heading 2904;65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290551;1;1;0;0;1;Pharma;2905.51.00;Ethchlorvynol (INN);65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290559;2;2;0;0;2;Pharma;2905.59.10 | 2905.59.90;Halogenated, sulfonated, nitrated or nitrosated derivatives of monohydric alcohols;65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290611;1;1;0;0;1;Pharma;2906.11.00;Menthol;65;65;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290619;1;1;0;0;1;Pharma;2906.19.50;Other cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290629;1;1;0;0;1;Pharma;2906.29.60;Other aromatic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290711;1;1;0;0;1;Pharma;2907.11.00;Phenol (Hydroxybenzene) and its salts;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290719;4;4;0;0;4;Pharma;2907.19.10 | 2907.19.20 | 2907.19.40 | 2907.19.80;Alkylcresols;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290729;1;1;0;0;1;Pharma;2907.29.90;Other polyphenols, nesoi;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290819;3;3;0;0;3;Pharma;2908.19.10 | 2908.19.35 | 2908.19.60;"6-Chloro-m-cresol [OH=1]; m-chlorophenol; and chlorothymol";66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290899;3;3;0;0;3;Pharma;2908.99.12 | 2908.99.15 | 2908.99.25;Derivatives nesoi, of phenols or phenol-alcohols containing only sulfo groups, their salts and esters, described in additional U.S. note 3 to section VI of the HTSUS;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290911;1;1;0;0;1;Pharma;2909.11.00;Diethyl ether;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290919;2;2;0;0;2;Pharma;2909.19.18 | 2909.19.60;Ethers of acyclic monohydric alcohols and their derivatives, nesoi;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290920;1;1;0;0;1;Pharma;2909.20.00;Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulfonated, nitrated or nitrosated derivatives;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290930;2;2;0;0;2;Pharma;2909.30.40 | 2909.30.60;Aromatic ethers and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi, described in additional U.S. note 3 to section VI of the HTSUS;66;66;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290949;5;5;0;0;5;Pharma;2909.49.05 | 2909.49.10 | 2909.49.15 | 2909.49.20 | 2909.49.60;Guaifenesin;66;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
290950;4;4;0;0;4;Pharma;2909.50.20 | 2909.50.40 | 2909.50.45 | 2909.50.50;Guaiacol and its derivatives;67;67;Condicionado;Brazil 301 Final Action FRN 7-15-2026 final.pdf;Anexo II;2026-07-22
